CustomerID,TotalRevenue,TotalOrders,TotalQuantity,FirstPurchase,LastPurchase,AverageOrderValue,CustomerTenure,PurchaseFrequency,RevenueBand,CustomerType,Recency,R_Score,F_Score,M_Score,RFM_Score,EstimatedCLV
12370.0,3541.94,4,2352,2010-12-14 12:58:00,2011-10-19 14:51:00,885.485,309,0.012944983818770227,"£2,501–£5,000",Repeat,51,3,4,5,12,3541.94
12371.0,1887.96,2,591,2011-10-11 10:43:00,2011-10-26 10:16:00,943.98,14,0.14285714285714285,"£1,001–£2,500",Repeat,45,3,2,4,9,1887.96
12372.0,1298.04,3,794,2011-02-16 12:46:00,2011-09-29 12:12:00,432.68,224,0.013392857142857142,"£1,001–£2,500",Repeat,72,3,3,4,10,1298.04
12373.0,364.6,1,197,2011-02-01 13:10:00,2011-02-01 13:10:00,364.6,1,1.0,£0–£500,One-Time,311,1,1,2,4,364.6
12374.0,742.9300000000001,1,342,2011-11-14 15:37:00,2011-11-14 15:37:00,742.9300000000001,1,1.0,"£501–£1,000",One-Time,25,4,1,3,8,742.9300000000001
12375.0,457.5,2,178,2011-09-02 14:23:00,2011-11-29 10:36:00,228.75,87,0.022988505747126436,£0–£500,Repeat,11,5,2,2,9,457.5
12377.0,1628.12,2,944,2010-12-20 09:37:00,2011-01-28 15:45:00,814.06,39,0.05128205128205128,"£1,001–£2,500",Repeat,315,1,2,4,7,1628.12
12378.0,4008.62,1,2529,2011-08-02 10:34:00,2011-08-02 10:34:00,4008.62,1,1.0,"£2,501–£5,000",One-Time,130,2,1,5,8,4008.62
12379.0,852.24,2,407,2011-06-22 16:32:00,2011-09-19 10:09:00,426.12,88,0.022727272727272728,"£501–£1,000",Repeat,82,2,2,3,7,852.2400000000001
12380.0,2724.81,4,1127,2011-06-07 09:49:00,2011-11-18 11:27:00,681.2025,164,0.024390243902439025,"£2,501–£5,000",Repeat,22,4,4,5,13,2724.81
12381.0,1845.31,5,808,2011-08-12 09:57:00,2011-12-05 12:44:00,369.062,115,0.043478260869565216,"£1,001–£2,500",Repeat,5,5,4,4,13,1845.31
12383.0,1850.56,5,1532,2010-12-22 14:28:00,2011-06-08 08:02:00,370.11199999999997,167,0.029940119760479042,"£1,001–£2,500",Repeat,185,1,4,4,9,1850.56
12384.0,585.27,2,126,2011-08-10 11:23:00,2011-11-11 08:39:00,292.635,92,0.021739130434782608,"£501–£1,000",Repeat,29,4,2,3,9,585.27
12386.0,401.9,2,354,2010-12-08 09:53:00,2011-01-06 12:37:00,200.95,29,0.06896551724137931,£0–£500,Repeat,338,1,2,2,5,401.9
12388.0,2780.66,6,1462,2011-01-17 11:12:00,2011-11-24 12:30:00,463.4433333333333,311,0.01929260450160772,"£2,501–£5,000",Repeat,16,4,4,5,13,2780.66
12390.0,549.84,1,353,2011-09-21 09:33:00,2011-09-21 09:33:00,549.84,1,1.0,"£501–£1,000",One-Time,80,2,1,3,6,549.84
12391.0,439.66,1,293,2011-11-18 12:07:00,2011-11-18 12:07:00,439.66,1,1.0,£0–£500,One-Time,22,4,1,2,7,439.66
12393.0,1582.6000000000001,4,816,2011-01-11 09:47:00,2011-09-28 15:41:00,395.65000000000003,260,0.015384615384615385,"£1,001–£2,500",Repeat,72,3,4,4,11,1582.6000000000004
12394.0,1272.48,2,819,2011-05-06 14:01:00,2011-10-07 08:08:00,636.24,153,0.013071895424836602,"£1,001–£2,500",Repeat,64,3,2,4,9,1272.48
12395.0,3018.63,12,2118,2010-12-03 16:35:00,2011-11-20 15:21:00,251.5525,351,0.03418803418803419,"£2,501–£5,000",Repeat,19,4,5,5,14,3018.63
12397.0,2409.9,2,1263,2011-07-27 14:21:00,2011-11-04 09:52:00,1204.95,99,0.020202020202020204,"£1,001–£2,500",Repeat,36,3,2,5,10,2409.9000000000005
12398.0,1635.6599999999999,1,1394,2011-10-25 10:27:00,2011-10-25 10:27:00,1635.6599999999999,1,1.0,"£1,001–£2,500",One-Time,46,3,1,4,8,1635.6599999999999
12399.0,1108.65,4,1178,2011-03-23 09:42:00,2011-08-12 13:15:00,277.1625,142,0.028169014084507043,"£1,001–£2,500",Repeat,119,2,4,4,10,1108.65
12401.0,84.3,1,11,2011-02-09 13:50:00,2011-02-09 13:50:00,84.3,1,1.0,£0–£500,One-Time,303,1,1,1,3,84.3
12402.0,225.6,1,94,2011-01-20 13:49:00,2011-01-20 13:49:00,225.6,1,1.0,£0–£500,One-Time,323,1,1,1,3,225.6
12403.0,427.7,1,96,2011-10-21 10:51:00,2011-10-21 10:51:00,427.7,1,1.0,£0–£500,One-Time,50,3,1,2,6,427.7
12405.0,1710.39,1,857,2011-07-14 08:52:00,2011-07-14 08:52:00,1710.39,1,1.0,"£1,001–£2,500",One-Time,149,2,1,4,7,1710.39
12406.0,3415.3,2,1818,2011-06-09 10:23:00,2011-11-17 19:22:00,1707.65,161,0.012422360248447204,"£2,501–£5,000",Repeat,22,4,2,5,11,3415.2999999999997
12407.0,1708.1200000000001,5,1416,2011-03-20 13:21:00,2011-10-21 10:11:00,341.624,214,0.02336448598130841,"£1,001–£2,500",Repeat,50,3,4,4,11,1708.12
12408.0,2888.55,5,1409,2011-03-24 14:46:00,2011-11-07 12:27:00,577.71,227,0.022026431718061675,"£2,501–£5,000",Repeat,33,4,4,5,13,2888.55
12409.0,11072.67,3,5551,2011-06-10 12:19:00,2011-09-22 10:38:00,3690.89,103,0.02912621359223301,"Above £10,000",Repeat,79,2,3,5,10,11072.67
12410.0,693.3299999999999,2,211,2011-02-04 10:38:00,2011-02-04 10:39:00,346.66499999999996,1,2.0,"£501–£1,000",Repeat,309,1,2,3,6,693.3299999999999
12412.0,1226.88,3,829,2011-06-23 13:51:00,2011-09-26 10:16:00,408.96000000000004,94,0.031914893617021274,"£1,001–£2,500",Repeat,75,2,3,4,9,1226.88
12413.0,758.1,3,286,2011-01-06 16:12:00,2011-10-04 09:00:00,252.70000000000002,270,0.011111111111111112,"£501–£1,000",Repeat,67,3,3,3,9,758.1
12414.0,562.41,3,300,2011-02-02 14:51:00,2011-05-06 14:51:00,187.47,93,0.03225806451612903,"£501–£1,000",Repeat,217,1,3,3,7,562.41
12415.0,124914.53,21,77374,2011-01-06 11:12:00,2011-11-15 14:22:00,5948.310952380953,313,0.0670926517571885,"Above £10,000",Repeat,24,4,5,5,14,124914.53
12417.0,3649.1,9,1552,2010-12-17 11:51:00,2011-12-06 14:52:00,405.4555555555555,354,0.025423728813559324,"£2,501–£5,000",Repeat,3,5,5,5,15,3649.1
12418.0,668.58,1,407,2011-08-19 11:08:00,2011-08-19 11:08:00,668.58,1,1.0,"£501–£1,000",One-Time,113,2,1,3,6,668.58
12420.0,600.39,1,345,2011-10-07 08:55:00,2011-10-07 08:55:00,600.39,1,1.0,"£501–£1,000",One-Time,64,3,1,3,7,600.39
12421.0,807.04,4,484,2011-01-24 15:09:00,2011-11-24 09:07:00,201.76,303,0.013201320132013201,"£501–£1,000",Repeat,16,4,4,3,11,807.04
12422.0,803.5600000000001,3,370,2011-01-19 09:13:00,2011-09-05 09:48:00,267.85333333333335,229,0.013100436681222707,"£501–£1,000",Repeat,96,2,3,3,8,803.5600000000001
12423.0,1859.31,8,1339,2010-12-21 10:54:00,2011-12-09 10:10:00,232.41375,352,0.022727272727272728,"£1,001–£2,500",Repeat,1,5,5,4,14,1859.31
12424.0,1760.96,2,740,2011-06-30 12:06:00,2011-06-30 12:06:00,880.48,1,2.0,"£1,001–£2,500",Repeat,163,2,2,4,8,1760.96
12425.0,777.2,1,496,2011-09-22 17:31:00,2011-09-22 17:31:00,777.2,1,1.0,"£501–£1,000",One-Time,78,2,1,3,6,777.2
12426.0,582.73,1,258,2011-05-29 12:26:00,2011-05-29 12:26:00,582.73,1,1.0,"£501–£1,000",One-Time,195,1,1,3,5,582.73
12427.0,825.8,3,533,2010-12-03 10:44:00,2011-11-18 08:56:00,275.26666666666665,349,0.008595988538681949,"£501–£1,000",Repeat,22,4,3,3,10,825.8
12428.0,7956.46,9,3536,2011-03-01 09:33:00,2011-11-14 08:22:00,884.0511111111111,257,0.03501945525291829,"£5,001–£10,000",Repeat,26,4,5,5,14,7956.46
12429.0,3750.4,4,1557,2010-12-09 12:05:00,2011-11-30 17:22:00,937.6,356,0.011235955056179775,"£2,501–£5,000",Repeat,9,5,4,5,14,3750.4
12430.0,256.4,1,117,2011-10-27 15:09:00,2011-10-27 15:09:00,256.4,1,1.0,£0–£500,One-Time,43,3,1,2,6,256.4
12431.0,6419.95,15,2896,2010-12-01 10:03:00,2011-11-04 11:55:00,427.99666666666667,338,0.04437869822485207,"£5,001–£10,000",Repeat,36,3,5,5,13,6419.950000000001
12432.0,5059.32,5,1801,2011-06-20 13:27:00,2011-10-28 11:43:00,1011.8639999999999,129,0.03875968992248062,"£5,001–£10,000",Repeat,43,3,4,5,12,5059.32
12433.0,13375.87,7,11071,2010-12-01 13:24:00,2011-12-09 10:02:00,1910.8385714285716,372,0.01881720430107527,"Above £10,000",Repeat,1,5,5,5,15,13375.87
12434.0,806.14,2,394,2011-03-24 13:05:00,2011-09-16 12:38:00,403.07,175,0.011428571428571429,"£501–£1,000",Repeat,85,2,2,3,7,806.14
12435.0,7829.89,2,2055,2011-03-17 07:40:00,2011-09-21 09:06:00,3914.945,188,0.010638297872340425,"£5,001–£10,000",Repeat,80,2,2,5,9,7829.889999999999
12436.0,509.01,1,211,2011-09-01 12:09:00,2011-09-01 12:09:00,509.01,1,1.0,"£501–£1,000",One-Time,100,2,1,3,6,509.01
12437.0,4951.41,18,2922,2011-01-12 14:13:00,2011-12-08 11:35:00,275.0783333333333,329,0.0547112462006079,"£2,501–£5,000",Repeat,2,5,5,5,15,4951.41
12438.0,2906.85,2,1180,2011-07-22 13:29:00,2011-11-25 13:28:00,1453.425,125,0.016,"£2,501–£5,000",Repeat,14,4,2,5,11,2906.85
12441.0,173.55,1,121,2010-12-08 10:45:00,2010-12-08 10:45:00,173.55,1,1.0,£0–£500,One-Time,367,1,1,1,3,173.55
12442.0,172.06,1,182,2011-12-06 14:22:00,2011-12-06 14:22:00,172.06,1,1.0,£0–£500,One-Time,3,5,1,1,7,172.06
12444.0,5005.46,5,1153,2011-06-21 14:00:00,2011-11-18 13:23:00,1001.092,149,0.03355704697986577,"£5,001–£10,000",Repeat,21,4,4,5,13,5005.46
12445.0,133.4,1,62,2011-11-17 18:43:00,2011-11-17 18:43:00,133.4,1,1.0,£0–£500,One-Time,22,4,1,1,6,133.4
12446.0,1002.3100000000001,1,351,2011-10-13 12:50:00,2011-10-13 12:50:00,1002.3100000000001,1,1.0,"£1,001–£2,500",One-Time,58,3,1,4,8,1002.3100000000001
12447.0,476.49,1,190,2011-04-10 13:25:00,2011-04-10 13:25:00,476.49,1,1.0,£0–£500,One-Time,243,1,1,2,4,476.49
12448.0,449.45,1,243,2011-10-26 13:46:00,2011-10-26 13:46:00,449.45,1,1.0,£0–£500,One-Time,44,3,1,2,6,449.45
12449.0,4067.29,4,1553,2011-06-05 15:37:00,2011-11-17 13:46:00,1016.8225,164,0.024390243902439025,"£2,501–£5,000",Repeat,22,4,4,5,13,4067.29
12450.0,197.88,2,128,2011-06-19 14:36:00,2011-07-06 14:41:00,98.94,17,0.11764705882352941,£0–£500,Repeat,156,2,2,1,5,197.87999999999997
12451.0,9035.52,5,6575,2011-01-19 09:05:00,2011-11-29 08:40:00,1807.104,313,0.01597444089456869,"£5,001–£10,000",Repeat,11,5,4,5,14,9035.52
12452.0,430.57,2,185,2011-11-23 08:05:00,2011-11-23 10:28:00,215.285,1,2.0,£0–£500,Repeat,17,4,2,2,8,430.57
12453.0,707.09,1,473,2011-07-28 14:08:00,2011-07-28 14:08:00,707.09,1,1.0,"£501–£1,000",One-Time,134,2,1,3,6,707.09
12454.0,3528.34,1,1006,2011-10-14 17:13:00,2011-10-14 17:13:00,3528.34,1,1.0,"£2,501–£5,000",One-Time,56,3,1,5,9,3528.34
12455.0,2466.86,6,2089,2011-02-16 09:56:00,2011-09-27 15:31:00,411.1433333333334,223,0.026905829596412557,"£1,001–£2,500",Repeat,73,2,4,5,11,2466.8600000000006
12456.0,3181.04,3,1633,2011-03-30 09:12:00,2011-10-26 14:41:00,1060.3466666666666,210,0.014285714285714285,"£2,501–£5,000",Repeat,44,3,3,5,11,3181.0399999999995
12457.0,2363.23,7,843,2011-04-14 18:57:00,2011-10-04 13:13:00,337.6042857142857,172,0.040697674418604654,"£1,001–£2,500",Repeat,66,3,5,5,13,2363.23
12458.0,947.4,2,506,2011-02-28 10:55:00,2011-09-29 15:25:00,473.7,213,0.009389671361502348,"£501–£1,000",Repeat,71,3,2,4,9,947.4
12461.0,826.88,2,287,2011-07-08 10:23:00,2011-09-06 16:57:00,413.44,60,0.03333333333333333,"£501–£1,000",Repeat,94,2,2,3,7,826.88
12462.0,1189.59,2,536,2011-02-09 14:44:00,2011-11-21 09:11:00,594.795,284,0.007042253521126761,"£1,001–£2,500",Repeat,19,4,2,4,10,1189.5900000000001
12463.0,1344.78,4,776,2011-04-12 12:47:00,2011-10-17 13:44:00,336.195,188,0.02127659574468085,"£1,001–£2,500",Repeat,53,3,4,4,11,1344.78
12464.0,1212.05,8,112,2011-02-03 13:30:00,2011-11-29 13:33:00,151.50625,299,0.026755852842809364,"£1,001–£2,500",Repeat,10,5,5,4,14,1212.05
12465.0,742.1899999999999,2,479,2011-06-23 13:37:00,2011-11-22 16:34:00,371.09499999999997,152,0.013157894736842105,"£501–£1,000",Repeat,17,4,2,3,9,742.1899999999998
12468.0,729.5400000000001,2,366,2011-01-27 13:29:00,2011-06-05 11:36:00,364.77000000000004,128,0.015625,"£501–£1,000",Repeat,188,1,2,3,6,729.5400000000001
12471.0,19788.65,30,8200,2010-12-10 09:35:00,2011-12-07 15:43:00,659.6216666666667,362,0.08287292817679558,"Above £10,000",Repeat,2,5,5,5,15,19788.649999999998
12472.0,6572.11,7,4148,2010-12-05 14:19:00,2011-11-07 14:01:00,938.8728571428571,336,0.020833333333333332,"£5,001–£10,000",Repeat,32,4,5,5,14,6572.109999999999
12473.0,3928.0499999999997,5,2414,2011-06-01 10:15:00,2011-11-10 13:46:00,785.6099999999999,162,0.030864197530864196,"£2,501–£5,000",Repeat,29,4,4,5,13,3928.0499999999993
12474.0,7324.09,18,4833,2011-01-14 10:06:00,2011-11-22 14:39:00,406.8938888888889,312,0.057692307692307696,"£5,001–£10,000",Repeat,17,4,5,5,14,7324.090000000001
12475.0,723.38,1,535,2011-10-17 10:10:00,2011-10-17 10:10:00,723.38,1,1.0,"£501–£1,000",One-Time,54,3,1,3,7,723.38
12476.0,6816.42,11,2408,2010-12-13 14:39:00,2011-11-24 12:40:00,619.6745454545454,345,0.03188405797101449,"£5,001–£10,000",Repeat,16,4,5,5,14,6816.42
12477.0,13219.74,6,3653,2011-02-11 12:45:00,2011-11-17 09:51:00,2203.29,278,0.02158273381294964,"Above £10,000",Repeat,23,4,4,5,13,13219.74
12478.0,680.99,1,236,2011-12-06 09:56:00,2011-12-06 09:56:00,680.99,1,1.0,"£501–£1,000",One-Time,4,5,1,3,9,680.99
12479.0,527.2,1,385,2011-11-28 13:26:00,2011-11-28 13:26:00,527.2,1,1.0,"£501–£1,000",One-Time,11,5,1,3,9,527.2
12480.0,3281.63,4,1707,2011-01-07 15:27:00,2011-11-11 14:52:00,820.4075,307,0.013029315960912053,"£2,501–£5,000",Repeat,28,4,4,5,13,3281.63
12481.0,5579.82,10,3294,2010-12-09 10:13:00,2011-11-17 08:29:00,557.982,342,0.029239766081871343,"£5,001–£10,000",Repeat,23,4,5,5,14,5579.819999999999
12483.0,2484.98,8,1110,2011-01-04 14:20:00,2011-11-22 17:02:00,310.6225,322,0.024844720496894408,"£1,001–£2,500",Repeat,17,4,5,5,14,2484.98
12484.0,4527.32,6,2187,2011-01-07 14:04:00,2011-11-07 11:37:00,754.5533333333333,303,0.019801980198019802,"£2,501–£5,000",Repeat,33,4,4,5,13,4527.32
12488.0,1298.66,3,529,2011-09-25 10:34:00,2011-11-30 08:50:00,432.8866666666667,65,0.046153846153846156,"£1,001–£2,500",Repeat,10,5,3,4,12,1298.66
12489.0,334.93,1,105,2011-01-07 13:13:00,2011-01-07 13:13:00,334.93,1,1.0,£0–£500,One-Time,336,1,1,2,4,334.93
12490.0,5417.93,10,3064,2011-01-14 09:13:00,2011-12-04 16:07:00,541.793,324,0.030864197530864196,"£5,001–£10,000",Repeat,5,5,5,5,15,5417.93
12491.0,460.40000000000003,1,260,2011-11-01 12:18:00,2011-11-01 12:18:00,460.40000000000003,1,1.0,£0–£500,One-Time,39,3,1,2,6,460.40000000000003
12492.0,263.21000000000004,2,192,2011-08-26 14:51:00,2011-10-07 15:15:00,131.60500000000002,42,0.047619047619047616,£0–£500,Repeat,63,3,2,2,7,263.21000000000004
12493.0,433.74,2,207,2011-05-26 14:53:00,2011-06-27 10:17:00,216.87,31,0.06451612903225806,£0–£500,Repeat,166,2,2,2,6,433.74
12494.0,1246.1000000000001,7,707,2010-12-09 11:31:00,2011-11-24 09:34:00,178.01428571428573,349,0.02005730659025788,"£1,001–£2,500",Repeat,16,4,5,4,13,1246.1000000000004
12497.0,1043.1,1,1236,2011-09-19 12:29:00,2011-09-19 12:29:00,1043.1,1,1.0,"£1,001–£2,500",One-Time,82,2,1,4,7,1043.1
12498.0,403.70000000000005,3,159,2011-10-13 09:30:00,2011-11-18 12:53:00,134.5666666666667,36,0.08333333333333333,£0–£500,Repeat,21,4,3,2,9,403.70000000000005
12500.0,4257.82,11,2678,2011-01-10 09:48:00,2011-11-16 16:20:00,387.07454545454544,310,0.035483870967741936,"£2,501–£5,000",Repeat,23,4,5,5,14,4257.82
12501.0,2169.39,1,1783,2011-01-07 12:28:00,2011-01-07 12:28:00,2169.39,1,1.0,"£1,001–£2,500",One-Time,337,1,1,5,7,2169.39
12502.0,3723.87,5,820,2011-02-03 10:41:00,2011-09-05 11:52:00,744.774,214,0.02336448598130841,"£2,501–£5,000",Repeat,96,2,4,5,11,3723.87
12504.0,482.04999999999995,2,90,2011-11-09 14:56:00,2011-11-21 16:02:00,241.02499999999998,12,0.16666666666666666,£0–£500,Repeat,18,4,2,2,8,482.04999999999995
12506.0,73.5,1,23,2011-04-21 08:54:00,2011-04-21 08:54:00,73.5,1,1.0,£0–£500,One-Time,233,1,1,1,3,73.5
12507.0,1304.81,3,894,2011-02-14 09:24:00,2011-07-28 17:09:00,434.93666666666667,164,0.018292682926829267,"£1,001–£2,500",Repeat,134,2,3,4,9,1304.81
12508.0,397.88,2,271,2011-11-10 16:27:00,2011-11-13 15:37:00,198.94,2,1.0,£0–£500,Repeat,26,4,2,2,8,397.88
12509.0,176.5,1,55,2011-02-28 14:45:00,2011-02-28 14:45:00,176.5,1,1.0,£0–£500,One-Time,284,1,1,1,3,176.5
12510.0,982.5699999999999,2,353,2011-01-18 14:04:00,2011-07-20 10:15:00,491.28499999999997,182,0.01098901098901099,"£501–£1,000",Repeat,143,2,2,4,8,982.5699999999999
12512.0,132.18,2,96,2011-10-04 14:53:00,2011-10-04 14:55:00,66.09,1,2.0,£0–£500,Repeat,66,3,2,1,6,132.18
12513.0,612.29,1,462,2011-08-19 10:51:00,2011-08-19 10:51:00,612.29,1,1.0,"£501–£1,000",One-Time,113,2,1,3,6,612.29
12514.0,1017.68,1,440,2011-03-17 16:38:00,2011-03-17 16:38:00,1017.68,1,1.0,"£1,001–£2,500",One-Time,267,1,1,4,6,1017.68
12515.0,383.7,1,131,2010-12-21 15:43:00,2010-12-21 15:43:00,383.7,1,1.0,£0–£500,One-Time,353,1,1,2,4,383.7
12516.0,1312.06,2,875,2011-06-12 11:37:00,2011-09-23 09:13:00,656.03,102,0.0196078431372549,"£1,001–£2,500",Repeat,78,2,2,4,8,1312.06
12517.0,2481.6,5,1361,2011-06-02 15:13:00,2011-11-11 14:04:00,496.32,161,0.031055900621118012,"£1,001–£2,500",Repeat,28,4,4,5,13,2481.6
12518.0,2056.89,5,1318,2011-08-21 13:18:00,2011-12-09 10:13:00,411.378,109,0.045871559633027525,"£1,001–£2,500",Repeat,1,5,4,5,14,2056.89
12519.0,330.84,1,175,2011-10-07 09:26:00,2011-10-07 09:26:00,330.84,1,1.0,£0–£500,One-Time,64,3,1,2,6,330.84
12520.0,2634.26,5,1439,2011-03-11 11:35:00,2011-09-21 15:23:00,526.8520000000001,194,0.02577319587628866,"£2,501–£5,000",Repeat,79,2,4,5,11,2634.26
12521.0,599.68,1,309,2011-07-20 10:51:00,2011-07-20 10:51:00,599.68,1,1.0,"£501–£1,000",One-Time,143,2,1,3,6,599.68
12522.0,192.72,2,194,2011-10-19 14:41:00,2011-10-31 15:30:00,96.36,12,0.16666666666666666,£0–£500,Repeat,39,3,2,1,6,192.71999999999997
12523.0,1789.77,11,865,2011-01-12 09:43:00,2011-11-20 12:55:00,162.70636363636365,312,0.035256410256410256,"£1,001–£2,500",Repeat,19,4,5,4,13,1789.7700000000002
12524.0,4485.72,8,3699,2011-01-10 10:35:00,2011-11-30 15:31:00,560.715,324,0.024691358024691357,"£2,501–£5,000",Repeat,9,5,5,5,15,4485.72
12526.0,1316.66,3,632,2011-09-06 14:19:00,2011-12-09 12:09:00,438.8866666666667,93,0.03225806451612903,"£1,001–£2,500",Repeat,1,5,3,4,12,1316.66
12527.0,348.71000000000004,3,234,2011-01-18 12:05:00,2011-09-19 11:55:00,116.23666666666668,243,0.012345679012345678,£0–£500,Repeat,82,2,3,2,7,348.71
12528.0,1933.48,6,756,2011-01-31 09:05:00,2011-11-30 14:40:00,322.24666666666667,303,0.019801980198019802,"£1,001–£2,500",Repeat,9,5,5,4,14,1933.48
12530.0,1662.28,4,913,2011-01-07 10:04:00,2011-10-11 12:34:00,415.57,277,0.01444043321299639,"£1,001–£2,500",Repeat,60,3,4,4,11,1662.2800000000002
12531.0,125.22,1,45,2011-11-25 11:12:00,2011-11-25 11:12:00,125.22,1,1.0,£0–£500,One-Time,15,4,1,1,6,125.22
12532.0,349.83000000000004,1,153,2011-11-09 13:47:00,2011-11-09 13:47:00,349.83000000000004,1,1.0,£0–£500,One-Time,30,4,1,2,7,349.83000000000004
12534.0,1089.18,1,651,2011-08-01 10:26:00,2011-08-01 10:26:00,1089.18,1,1.0,"£1,001–£2,500",One-Time,131,2,1,4,7,1089.18
12535.0,716.35,2,219,2011-06-06 12:47:00,2011-09-09 08:48:00,358.175,94,0.02127659574468085,"£501–£1,000",Repeat,92,2,2,3,7,716.35
12536.0,12601.830000000002,3,2803,2011-10-11 14:52:00,2011-10-27 14:20:00,4200.610000000001,15,0.2,"Above £10,000",Repeat,43,3,3,5,11,12601.830000000004
12538.0,363.95,1,191,2011-11-10 17:16:00,2011-11-10 17:16:00,363.95,1,1.0,£0–£500,One-Time,29,4,1,2,7,363.95
12539.0,5568.35,4,2067,2011-01-10 09:11:00,2011-11-17 13:30:00,1392.0875,311,0.012861736334405145,"£5,001–£10,000",Repeat,22,4,4,5,13,5568.35
12540.0,13400.24,17,6685,2010-12-13 09:39:00,2011-11-20 11:31:00,788.2494117647059,342,0.049707602339181284,"Above £10,000",Repeat,20,4,5,5,14,13400.24
12541.0,981.18,3,680,2011-03-04 09:32:00,2011-11-10 10:40:00,327.06,251,0.01195219123505976,"£501–£1,000",Repeat,30,4,3,4,11,981.18
12544.0,372.7,1,136,2011-11-03 16:15:00,2011-11-03 16:15:00,372.7,1,1.0,£0–£500,One-Time,36,3,1,2,6,372.7
12545.0,1000.39,2,523,2011-03-25 12:04:00,2011-09-25 13:39:00,500.195,184,0.010869565217391304,"£1,001–£2,500",Repeat,75,2,2,4,8,1000.3899999999999
12546.0,1161.5,2,633,2011-09-23 09:44:00,2011-10-24 12:09:00,580.75,31,0.06451612903225806,"£1,001–£2,500",Repeat,47,3,2,4,9,1161.5
12547.0,207.79999999999998,2,134,2011-03-04 12:46:00,2011-05-26 12:38:00,103.89999999999999,82,0.024390243902439025,£0–£500,Repeat,198,1,2,1,4,207.8
12548.0,95.19999999999999,1,49,2011-06-26 15:35:00,2011-06-26 15:35:00,95.19999999999999,1,1.0,£0–£500,One-Time,166,2,1,1,4,95.19999999999999
